795 927
0 0
98 150
0 0
0 0
0 0
98 150
98 150
196 300
184 276
0 0
504889 25196
2484640 92210
1688404 42651
320064 30802
0 0
489 1942
424 661
0 0
1568 963
1638 846
1924592 74861
52 52
0 0
492187 10051
104 52
1309500 38154
228786 4787
0 0
0 0
719 2018
0 0
52 52
0 0
1508305 37986
0 0
0 0
424 665
0 0
2378460 68520
0 0
3238 676
1050 2405
0 0
0 0
0 0
0 0
1495683 31048
196 300
165 733
3041 1076
305 830
415500 8808
1169100 26205
0 0
506367 10365
0 0
0 0
1679150 39764
413 1635
1014 981
541 1423
0 0
0 0
0 0
0 0
1952125 55292
0 0
0 0
499943 11129
6450 702
300 300
0 0
0 0
0 0
0 0
297441 6780
1261448 40996
523988 12848
165 733
3041 1076
476 882
0 0
0 0
485975 9949
104 52
0 0
0 0
2157609 47804
0 0
717 959
361 1083
0 0
0 0
0 0
0 0
0 0
0 0
1970255 48857
0 0
499670 16998
528 1239
135 104
0 0
0 0
0 0
0 0
0 0
0 0
60 681
2159 1800
2167316 58167
1208 52
0 0
71896 2722
424338 10220
0 0
104 52
0 0
0 0
0 0
0 0
905256 24821
1093548 29312
0 0
0 0
0 0
0 0
0 0
294 450
557 1383
514398 10418
361 1225
0 0
0 0
0 0
0 0
0 0
0 0
112 681
3094 1128
305 669
0 0
0 0
0 0
104 52
2010503 57849
0 0
0 0
0 0
0 0
305 835
0 0
0 0
0 0
0 0
52 52
0 0
502070 10210
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1740898 57793
1568 963
1638 846
0 0
0 0
0 0
0 0
104 52
0 0
0 0
52 52
0 0
621 965
660 1461
104 570
104 570
1684907 49494
0 0
0 0
0 0
361 1225
0 0
361 1083
0 0
0 0
0 0
52 52
496181 13978
0 0
0 0
0 0
165 733
3041 1076
0 0
0 0
0 0
0 0
1995242 46289
0 0
0 0
0 0
0 0
908 1062
476 886
0 0
0 0
0 0
52 52
505977 16270
0 0
0 0
0 0
0 0
253 616
0 0
0 0
0 0
0 0
52 52
0 0
0 0
165 733
3041 1076
928448 24389
1168596 32065
0 0
0 0
104 52
0 0
0 0
0 0
0 0
883 958
