60 54
60 54
60 54
0 0
120 108
0 0
180 162
0 0
0 0
120 108
480 432
180 162
60 54
0 0
60 54
0 0
0 0
0 0
0 0
0 0
0 0
60 54
0 0
0 0
0 0
120 108
120 108
360 324
0 0
0 0
0 0
0 0
0 0
120 108
420 1567
10254 1458
107403 20646
5517 1576
480 432
0 0
3532 540
1682 162
3112 162
0 0
1622 108
3172 216
0 0
60 54
0 0
8898 540
240 216
60 54
60 54
0 0
180 162
0 0
60 54
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
60 54
0 0
0 0
0 0
0 0
0 0
300 270
0 0
60 54
0 0
0 0
0 0
0 0
240 216
1080 972
600 540
240 216
300 270
0 0
180 162
1047 108
0 0
0 0
0 0
0 0
0 0
60 54
120 108
1444 1080
360 378
360 324
180 162
0 0
120 108
2340 2106
60 54
0 0
60 54
0 54
60 54
0 0
0 0
120 1281
80812 31684
17253 11237
113697 14111
60 202
0 0
60 128
1208 216
0 0
0 0
0 0
0 0
660 702
60 54
0 0
120 108
0 0
180 162
360 324
0 0
180 162
0 0
1260 1134
0 0
0 0
0 0
0 0
0 0
0 0
60 54
0 0
0 0
0 0
0 54
60 54
1224 2506
4160 7037
9426 8681
0 0
552 1311
60 54
0 0
60 54
0 0
0 0
0 0
240 216
60 54
1491 2211
20313 6738
13874 540
269 54
16898 3859
0 0
0 0
0 0
0 0
48600 4423
45228 5252
29180 6078
58184 7456
35674 3259
60 54
480 432
60 108
0 0
0 0
151 108
0 0
0 0
0 0
0 0
600 540
0 0
0 0
120 108
60 54
0 0
0 0
0 0
60 54
0 0
360 324
60 54
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
300 270
420 378
180 162
60 54
0 0
0 0
0 0
0 0
0 0
0 0
120 108
60 54
0 0
60 54
240 216
0 0
240 216
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
60 54
60 54
60 54
151 108
240 216
60 54
0 0
0 0
0 0
120 108
0 0
0 0
0 0
0 0
60 54
0 0
0 0
0 0
0 0
300 270
360 324
240 216
0 0
0 0
0 0
0 0
0 0
0 0
0 0
60 54
0 0
0 0
0 0
180 162
0 0
240 216
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
120 108
60 54
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
600 540
300 270
240 216
0 0
0 0
0 0
0 0
0 0
0 0
0 0
60 54
60 54
0 0
0 0
60 54
0 0
60 54
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
120 108
0 0
0 0
0 0
0 0
0 0
0 0
0 0
180 1001
0 0
360 324
360 324
300 270
0 0
60 54
300 270
0 0
0 0
0 0
0 0
0 0
60 54
0 0
0 0
120 108
300 270
60 54
14570 1596
0 0
0 0
0 0
0 0
0 0
0 0
0 0
120 108
0 0
0 0
0 0
0 0
0 0
60 54
0 0
0 0
0 0
612 1217
0 0
0 0
0 0
4372 4250
13934 540
16707 5529
14306 594
0 0
0 0
540 486
260128 7197
373592 9066
437499 11709
309182 7416
182542 4482
53641 2006
60799 2785
139064 3707
312952 7254
120 108
60 54
0 0
0 0
60 54
0 0
0 0
120 108
0 0
0 0
120 108
0 0
0 0
3968 3299
42460 22386
117979 27885
90192 36975
2369 5005
5244 324
0 0
840 756
2020 594
60 54
120 108
0 0
0 0
60 54
0 0
60 54
0 0
2640 2484
120 108
0 0
0 0
0 0
0 0
60 54
0 0
0 0
0 0
0 0
0 0
0 0
0 0
60 54
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
60 54
60 54
0 0
780 702
60 54
0 0
0 0
0 0
0 0
180 384
312 799
0 0
0 0
0 0
0 0
0 0
0 0
0 0
120 108
60 54
0 0
0 0
540 486
60 54
0 0
0 0
0 0
0 0
0 0
0 0
0 0
60 54
0 0
60 54
8910 2305
40838 7420
181416 16434
82748 12432
164682 14173
8354 7746
39492 14593
20676 6463
7912 6538
10832 2598
151 108
14482 864
21987 15250
4540 3946
2114 702
0 0
60 54
60 54
1740 1620
0 0
0 0
0 0
120 108
60 54
0 0
0 0
0 0
60 54
360 432
0 0
0 0
0 0
0 0
0 0
60 54
0 0
0 0
0 0
0 0
0 0
0 0
0 0
120 108
0 0
0 0
60 54
240 216
300 270
60 54
300 270
120 108
300 270
240 216
0 0
120 108
0 0
0 0
360 324
120 108
420 378
0 0
0 0
0 0
0 0
0 0
60 54
0 0
673 853
60 54
0 0
0 0
0 0
60 54
0 0
0 0
11539 4362
3977 5124
0 0
360 324
60 54
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
240 216
180 162
0 0
240 216
60 54
60 54
180 162
0 0
60 54
0 0
0 0
300 270
60 54
420 378
0 0
0 0
0 0
0 0
0 0
0 0
0 0
60 54
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
120 108
60 54
0 0
60 54
0 0
0 0
120 162
600 540
0 0
60 54
0 0
240 216
60 54
0 0
0 0
120 108
360 324
540 486
240 216
0 0
60 54
180 162
0 0
0 0
0 0
0 0
360 324
120 108
60 54
0 0
0 0
0 0
0 0
0 0
0 0
0 0
60 54
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
60 54
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
120 108
120 108
0 0
120 108
0 0
60 54
120 108
827 2394
33214 3858
62888 1674
42363 51779
27252 2501
0 0
0 0
0 0
0 0
0 0
0 0
0 0
60 54
0 0
60 54
0 0
0 0
0 0
0 0
0 0
60 54
0 0
0 0
60 54
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
60 54
0 0
0 0
120 108
120 108
480 432
120 108
60 54
120 108
120 108
60 54
0 0
0 0
600 540
60 54
0 0
0 0
0 0
60 54
120 108
0 0
0 0
0 0
484 216
60 54
180 162
0 0
0 0
60 54
180 162
0 0
0 54
0 0
0 0
0 0
240 216
0 0
0 0
0 0
