2223 0 11689 54 3 3 550 0 2604 53 3 3
2219 0 11690 53 3 3 547 0 2604 52 3 3
1808 0 9971 52 3 3 466 0 2329 51 3 3
1783 0 9991 50 3 3 466 0 2330 49 3 3
1948 0 10076 50 3 3 505 0 2358 49 3 3
9029 0 46852 50 3 3 678 0 2600 49 3 3
9195 0 46967 50 3 3 800 0 3327 50 3 3
9195 0 46967 48 3 3 800 0 3330 48 3 3
9027 0 46974 47 4 3 708 0 3258 47 4 3
8248 0 46755 46 4 4 607 0 3194 46 4 4
10275 0 48858 44 4 4 976 0 3734 44 4 4
10277 0 48858 45 4 3 978 0 3735 45 4 3
10282 0 48857 45 4 3 983 0 3734 45 4 3
10335 0 48851 47 3 3 1016 0 3745 47 3 3
10338 0 48850 47 3 3 1019 0 3745 47 3 3
10337 0 48850 49 3 3 1018 0 3745 49 3 3
10342 0 48849 52 3 2 1023 0 3744 52 3 2
10343 0 48849 51 3 2 1021 0 3744 51 3 2
10292 0 48852 50 3 2 1013 0 3745 50 3 2
10682 0 49004 49 3 3 1181 0 4746 49 3 3
3581 0 18202 50 3 3 994 0 4638 50 3 3
2703 0 16036 47 3 3 674 0 3620 47 3 3
2697 0 16036 49 3 3 668 0 3619 50 3 3
3089 0 16477 48 3 3 778 0 3842 49 3 3
3089 0 16477 49 3 3 778 0 3842 50 3 3
1177 0 6680 51 3 3 437 0 3304 52 3 3
1368 0 6796 53 3 3 523 0 3348 54 3 3
1424 0 6868 52 3 3 529 0 3351 53 3 3
1661 0 7460 50 3 3 594 0 3479 51 3 3
1970 0 8814 51 3 3 644 0 3531 52 3 3
1971 0 8814 51 3 3 649 0 3531 52 3 3
1971 0 8814 49 4 3 652 0 3532 50 3 3
2963 0 12388 50 3 3 843 0 3942 51 3 3
2967 0 12387 55 3 3 847 0 3941 56 3 3
2416 0 11449 57 3 3 643 0 2609 58 3 3
2417 0 11449 56 3 3 645 0 2608 57 3 3
2413 0 11450 55 3 3 640 0 2609 56 3 3
2459 0 11463 54 3 3 656 0 2611 54 3 3
4061 0 17555 55 3 3 645 0 2341 55 3 3
4277 0 17626 53 3 3 685 0 2365 53 3 3
4852 0 18694 53 3 3 699 0 2379 53 3 3
8169 0 36824 51 3 3 861 0 3370 51 3 3
8109 0 36822 51 3 3 851 0 3368 51 3 3
7821 0 36752 52 3 3 754 0 3226 52 3 3
7510 0 36501 52 3 3 703 0 3170 52 3 3
7511 0 36501 55 3 3 699 0 3170 55 3 3
7506 0 36502 56 3 3 692 0 3169 56 3 3
6513 0 35575 55 3 3 500 0 2632 55 3 3
6510 0 35576 53 3 3 497 0 2632 53 3 3
6505 0 35577 49 3 4 492 0 2633 49 3 4
6505 0 35577 50 3 4 493 0 2633 50 3 4
7420 0 35985 51 3 4 674 0 2861 51 3 4
7372 0 35987 50 3 4 656 0 2859 50 3 4
5373 0 33417 47 4 5 551 0 2796 47 4 5
5157 0 33387 48 4 5 511 0 2775 48 4 5
4463 0 32768 44 4 6 465 0 2754 44 4 6
949 0 6405 42 5 7 211 0 1194 42 5 7
946 0 6406 41 5 7 208 0 1194 41 5 7
942 0 6406 36 6 9 205 0 1194 36 6 9
940 0 6406 33 7 10 203 0 1194 33 7 10
936 0 6407 28 8 12 200 0 1195 28 8 12
935 0 6407 24 10 12 199 0 1195 24 10 12
931 0 6408 20 12 14 195 0 1195 20 12 14
1139 0 6990 20 12 14 225 0 1246 20 12 14
1201 0 7054 20 12 14 240 0 1261 20 12 14
1458 0 7683 18 14 14 292 0 1341 18 14 14
986 0 5745 19 13 14 188 0 923 19 13 14
3606 0 27108 19 13 14 561 0 3853 20 12 14
4037 0 27477 22 11 13 620 0 3882 23 10 13
4039 0 27477 22 11 13 621 0 3882 23 10 13
4040 0 27477 25 9 12 622 0 3882 27 8 12
4040 0 27477 26 9 11 622 0 3882 28 8 11
4040 0 27477 27 8 10 622 0 3882 29 8 10
4041 0 27477 30 7 9 623 0 3882 32 7 9
4041 0 27477 31 7 7 623 0 3881 33 7 7
4312 0 27628 34 6 7 657 0 3890 36 6 7
4314 0 27628 39 5 5 659 0 3890 41 5 4
4317 0 27627 42 5 4 661 0 3889 44 4 4
4110 0 27510 43 5 4 632 0 3877 45 4 4
4049 0 27500 43 5 4 618 0 3873 45 4 4
3791 0 27355 43 5 4 564 0 3851 45 4 4
3346 0 27143 39 5 5 486 0 3800 41 5 5
1051 0 7885 44 5 5 167 0 946 45 5 5
619 0 6279 39 6 6 108 0 785 40 5 6
615 0 6279 39 6 7 106 0 785 40 6 7
