71 0 170 45 5 3 326 0 1061 47 5 3
69 0 167 46 5 3 281 0 953 47 5 3
67 0 163 44 5 3 278 0 950 45 5 3
59 0 156 43 5 3 209 0 835 44 5 3
55 0 149 42 5 3 191 0 787 43 5 3
54 0 144 41 5 3 158 0 653 42 5 3
51 0 144 42 5 3 135 0 594 43 5 3
69 0 328 41 5 3 136 0 600 42 5 3
68 0 328 41 5 3 124 0 567 42 5 3
67 0 328 40 6 3 113 0 534 41 6 3
67 0 327 40 6 3 113 0 534 41 5 3
70 0 329 42 5 3 125 0 569 43 5 3
67 0 327 41 5 3 102 0 497 42 5 3
64 0 326 39 6 2 101 0 495 39 6 2
63 0 326 39 6 2 100 0 495 39 6 2
65 0 327 39 6 3 109 0 530 39 6 3
64 0 324 38 6 2 109 0 530 38 6 2
64 0 325 38 6 3 109 0 533 38 6 3
67 0 327 39 6 2 132 0 600 39 6 2
69 0 328 40 6 3 144 0 631 40 6 3
67 0 325 40 6 3 155 0 662 40 6 3
65 0 322 41 6 3 154 0 662 41 6 3
45 0 125 40 6 3 130 0 601 40 6 3
44 0 123 39 6 3 130 0 601 39 6 3
45 0 124 41 6 3 130 0 602 41 6 3
45 0 128 40 6 3 130 0 602 40 6 3
46 0 128 40 6 3 141 0 633 40 6 3
47 0 130 39 6 3 152 0 662 40 6 3
47 0 128 39 6 3 141 0 634 40 6 3
46 0 127 39 6 3 141 0 634 40 6 3
43 0 123 37 6 2 129 0 603 38 6 2
44 0 127 37 6 2 141 0 637 38 6 3
43 0 125 36 7 2 130 0 606 37 6 2
47 0 136 37 6 3 147 0 668 38 6 3
45 0 134 37 6 2 135 0 640 37 6 2
45 0 133 37 6 2 135 0 637 37 6 2
44 0 131 36 7 2 123 0 606 36 7 2
46 0 133 36 7 2 137 0 639 37 6 2
47 0 136 36 7 2 148 0 668 37 6 2
48 0 137 36 6 2 149 0 669 37 6 3
53 0 145 37 6 3 184 0 747 38 6 3
53 0 145 37 6 3 172 0 722 38 6 3
51 0 143 38 6 3 161 0 696 38 6 3
51 0 143 37 6 2 161 0 696 37 6 2
51 0 143 37 6 2 161 0 696 37 6 2
51 0 143 37 6 2 161 0 696 37 6 2
48 0 138 37 6 2 148 0 668 37 6 2
48 0 138 37 6 2 148 0 668 37 6 2
46 0 138 35 7 2 121 0 577 35 7 2
45 0 137 34 7 2 121 0 577 35 7 2
44 0 135 34 7 2 109 0 543 35 7 2
47 0 138 35 7 2 121 0 573 36 7 2
44 0 134 35 7 2 106 0 536 35 7 2
45 0 136 36 7 2 107 0 536 36 7 2
45 0 142 34 7 2 106 0 537 34 7 2
41 0 134 35 7 2 83 0 459 35 7 2
41 0 135 35 7 2 94 0 500 35 7 2
43 0 140 35 7 2 110 0 575 35 7 2
46 0 145 36 7 2 133 0 637 36 7 2
50 0 153 36 7 2 156 0 694 36 7 2
52 0 152 37 6 2 168 0 716 37 6 2
52 0 152 37 6 2 168 0 715 37 6 2
53 0 155 37 6 2 185 0 767 37 6 2
56 0 162 38 6 2 207 0 854 38 6 3
57 0 163 38 6 2 207 0 854 38 6 3
56 0 162 38 6 2 207 0 854 38 6 2
57 0 164 37 6 2 218 0 877 37 6 2
60 0 167 38 6 2 230 0 897 38 6 2
62 0 171 38 6 2 253 0 936 38 6 2
62 0 165 39 6 2 264 0 952 39 6 2
62 0 165 39 6 2 265 0 952 39 6 2
62 0 165 39 6 2 265 0 951 39 6 2
67 0 168 39 6 2 284 0 966 39 6 2
66 0 165 38 6 2 275 0 947 38 6 2
68 0 164 41 5 3 299 0 980 42 5 3
67 0 165 40 5 2 298 0 982 41 5 2
69 0 167 42 5 2 310 0 999 43 5 3
70 0 167 43 5 2 316 0 997 44 5 2
62 0 148 42 5 2 281 0 905 43 5 2
63 0 148 42 5 2 281 0 905 43 5 2
64 0 149 42 5 2 293 0 923 44 5 3
64 0 149 43 5 3 282 0 905 45 5 3
65 0 151 45 5 3 294 0 924 47 5 3
63 0 147 44 5 3 282 0 905 46 5 3
63 0 146 45 5 3 282 0 904 47 5 3
63 0 145 45 5 3 282 0 901 47 5 3
60 0 141 44 5 3 259 0 863 46 5 3
57 0 136 44 5 3 246 0 842 46 5 3
59 0 140 46 5 3 267 0 884 48 5 3
53 0 134 44 5 3 221 0 803 45 5 3
52 0 132 44 5 3 210 0 781 45 5 3
55 0 136 44 5 3 221 0 802 45 5 3
59 0 142 44 5 3 257 0 866 45 5 3
62 0 146 45 5 2 279 0 905 46 5 2
66 0 154 46 5 3 292 0 921 47 5 2
70 0 160 46 5 2 315 0 994 46 5 2
70 0 160 46 5 2 326 0 1012 46 5 2
88 0 345 44 5 2 316 0 995 44 5 2
93 0 349 46 5 2 329 0 1013 46 5 2
92 0 350 45 5 2 328 0 1015 45 5 2
95 0 354 45 5 2 329 0 1020 45 5 2
98 0 355 46 5 2 352 0 1052 47 5 2
95 0 354 46 5 2 340 0 1036 47 5 2
96 0 356 44 5 2 346 0 1056 45 5 2
100 0 359 45 5 2 358 0 1069 46 5 2
101 0 359 44 5 2 374 0 1103 46 5 2
99 0 360 43 5 2 362 0 1090 46 5 2
92 0 356 43 5 2 304 0 1011 45 5 2
94 0 357 45 5 2 317 0 1028 47 5 2
92 0 355 44 5 2 330 0 1046 46 5 2
91 0 355 45 5 2 308 0 980 47 5 3
94 0 360 45 5 2 308 0 981 47 5 2
78 0 204 44 5 2 331 0 1058 46 5 3
72 0 196 42 5 2 311 0 1045 44 5 3
72 0 194 42 5 3 312 0 1043 44 5 3
92 0 353 45 5 3 361 0 1116 47 5 3
92 0 353 45 5 3 361 0 1116 46 5 3
94 0 355 46 4 3 362 0 1116 47 5 3
94 0 355 46 4 3 356 0 1098 47 5 3
92 0 353 45 5 3 356 0 1102 46 5 3
91 0 352 45 5 3 351 0 1084 45 5 3
91 0 351 47 4 3 362 0 1099 46 5 3
93 0 352 47 4 3 384 0 1127 47 5 3
92 0 351 47 4 3 373 0 1112 47 5 3
92 0 351 46 5 3 381 0 1123 46 5 3
99 0 360 49 4 3 416 0 1164 48 4 3
97 0 356 50 4 3 394 0 1134 49 4 3
95 0 351 50 4 3 382 0 1081 49 4 3
97 0 352 50 4 3 394 0 1095 49 4 3
96 0 352 47 5 3 383 0 1082 46 5 3
74 0 187 46 5 3 344 0 1021 45 5 3
73 0 187 46 5 3 337 0 1006 45 5 3
75 0 187 46 5 3 360 0 1037 45 5 3
79 0 194 46 5 2 372 0 1089 45 5 3
79 0 193 46 5 3 372 0 1085 45 5 3
81 0 195 45 5 3 374 0 1086 44 5 3
80 0 196 45 5 3 374 0 1099 44 5 3
79 0 196 44 5 3 363 0 1084 43 5 3
81 0 201 45 5 3 373 0 1099 44 5 3
81 0 206 43 5 3 361 0 1120 43 5 3
73 0 186 41 5 2 336 0 1089 41 5 2
75 0 190 39 6 2 359 0 1121 39 6 2
73 0 185 41 5 2 358 0 1120 41 5 2
69 0 179 41 5 2 330 0 1072 41 6 2
76 0 189 44 5 2 354 0 1100 44 5 2
80 0 194 44 5 2 366 0 1115 44 5 2
82 0 192 45 5 2 365 0 1118 45 5 2
81 0 191 45 5 2 343 0 1088 45 5 2
74 0 180 45 5 2 307 0 1002 45 5 2
79 0 195 46 5 2 320 0 1024 46 5 3
78 0 194 46 5 2 319 0 1023 46 5 2
74 0 189 45 5 3 296 0 976 44 5 3
95 0 333 45 5 2 317 0 1002 46 5 3
88 0 328 43 5 2 282 0 950 44 5 3
90 0 328 44 5 2 284 0 915 45 5 3
92 0 330 44 5 2 274 0 898 45 5 3
86 0 326 44 5 2 261 0 876 45 5 3
92 0 331 46 5 3 274 0 896 47 5 3
93 0 331 45 5 2 274 0 896 46 5 2
87 0 327 43 5 2 272 0 896 45 5 2
85 0 331 43 5 2 249 0 859 45 5 2
82 0 330 42 5 2 234 0 833 44 5 2
81 0 332 42 5 2 223 0 814 44 5 2
85 0 336 41 6 2 246 0 857 43 5 2
78 0 326 39 6 2 222 0 810 41 6 2
78 0 326 39 6 2 211 0 787 41 6 2
81 0 327 40 6 2 233 0 830 43 5 2
67 0 186 42 5 2 237 0 844 44 5 2
72 0 191 44 5 2 272 0 905 47 5 2
70 0 185 43 5 2 261 0 883 46 5 2
76 0 192 44 5 2 285 0 919 47 5 2
74 0 191 43 5 2 273 0 900 46 5 3
72 0 189 41 5 2 283 0 1001 44 5 3
75 0 192 43 5 3 285 0 1000 46 5 3
73 0 190 43 5 2 273 0 983 45 5 3
69 0 176 42 5 2 261 0 962 44 5 3
74 0 181 43 5 3 296 0 1015 45 5 3
71 0 176 41 5 3 306 0 1034 43 5 3
67 0 168 42 5 3 294 0 1015 44 5 3
68 0 168 42 5 3 294 0 1015 44 5 3
67 0 166 43 5 3 294 0 1015 45 5 3
69 0 167 44 5 3 295 0 1014 45 5 3
66 0 160 41 5 3 296 0 1012 42 5 3
61 0 154 40 6 3 261 0 959 40 6 3
60 0 152 42 5 3 250 0 940 42 5 3
52 0 136 41 5 3 236 0 921 41 6 3
53 0 138 41 5 3 236 0 921 41 6 3
70 0 343 40 6 2 226 0 810 40 6 2
66 0 341 39 6 2 224 0 810 39 6 2
70 0 343 41 5 3 248 0 853 41 6 3
74 0 346 40 6 2 282 0 914 40 6 2
74 0 348 41 5 3 288 0 936 41 6 2
81 0 351 44 5 3 323 0 985 44 5 2
80 0 350 42 5 2 311 0 969 42 5 2
85 0 355 44 5 2 346 0 1023 44 5 2
87 0 356 44 5 2 358 0 1038 44 5 2
85 0 356 46 5 2 357 0 1041 46 5 2
104 0 477 46 5 2 332 0 1003 46 5 2
106 0 478 46 5 2 355 0 1034 46 5 2
105 0 478 45 5 2 367 0 1052 45 5 2
110 0 481 44 5 2 390 0 1121 45 5 2
117 0 485 46 5 2 426 0 1164 47 5 2
95 0 366 45 5 2 390 0 1122 46 5 2
96 0 367 46 5 2 402 0 1136 47 5 2
92 0 365 46 5 2 368 0 1094 47 5 2
89 0 363 48 4 2 345 0 1059 49 4 2
88 0 364 47 5 2 328 0 1026 48 5 2
82 0 361 45 5 2 304 0 995 46 5 2
82 0 361 44 5 2 304 0 995 45 5 2
77 0 357 43 5 2 269 0 939 44 5 3
75 0 355 42 5 2 257 0 920 43 5 3
77 0 356 43 5 3 258 0 919 44 5 3
55 0 153 43 5 3 246 0 907 44 5 3
53 0 152 43 5 3 234 0 889 44 5 3
52 0 149 43 5 3 222 0 866 44 5 3
47 0 137 43 5 3 176 0 721 43 5 3
40 0 122 41 6 3 151 0 664 41 6 3
48 0 137 45 5 3 188 0 744 45 5 3
53 0 148 44 5 3 199 0 766 44 5 3
61 0 160 45 5 3 249 0 865 46 5 3
63 0 164 43 5 3 260 0 887 44 5 3
66 0 169 43 5 3 271 0 904 44 5 3
69 0 170 46 5 3 283 0 917 47 5 3
69 0 170 46 5 2 283 0 916 47 5 3
69 0 170 46 5 3 283 0 916 47 5 3
72 0 172 47 5 3 295 0 932 48 5 3
69 0 169 45 5 3 283 0 914 46 5 3
70 0 171 44 5 2 293 0 932 45 5 2
73 0 173 46 5 2 294 0 932 47 5 2
76 0 176 46 5 2 318 0 967 48 4 3
76 0 175 47 5 2 328 0 985 48 4 2
80 0 179 49 4 2 341 0 1001 50 4 2
71 0 169 46 5 2 305 0 949 47 5 2
70 0 164 46 5 2 294 0 932 47 5 2
62 0 152 46 5 2 255 0 864 46 5 2
64 0 154 46 5 2 267 0 879 46 5 2
58 0 139 46 5 3 232 0 817 46 5 2
54 0 136 44 5 3 214 0 800 44 5 3
58 0 153 44 5 3 226 0 822 44 5 3
62 0 157 44 5 3 249 0 864 44 5 3
60 0 157 45 5 3 249 0 867 45 5 3
66 0 163 45 5 3 273 0 905 45 5 3
68 0 165 47 5 3 285 0 924 47 5 3
64 0 160 45 5 3 272 0 905 45 5 3
62 0 159 44 5 3 250 0 866 44 5 3
64 0 160 42 5 3 261 0 883 42 5 3
61 0 158 41 5 3 260 0 883 41 5 3
65 0 164 42 5 3 273 0 903 42 5 3
63 0 160 41 5 3 282 0 920 41 5 3
67 0 167 41 5 3 295 0 948 41 5 3
68 0 171 40 6 3 296 0 952 40 6 3
74 0 182 42 5 3 353 0 1072 42 5 3
77 0 187 43 5 3 365 0 1090 43 5 3
80 0 185 46 5 3 378 0 1105 46 5 3
80 0 183 46 5 3 377 0 1103 46 5 3
83 0 186 46 5 3 392 0 1118 46 5 3
77 0 182 46 5 3 357 0 1075 46 5 3
74 0 179 44 5 3 345 0 1060 44 5 3
82 0 193 45 5 2 369 0 1123 45 5 3
86 0 199 46 5 2 397 0 1169 46 5 2
87 0 201 47 4 2 398 0 1169 48 4 3
84 0 197 47 4 2 375 0 1141 48 4 2
84 0 197 47 4 2 385 0 1155 48 4 2
87 0 200 48 4 2 398 0 1170 49 4 2
83 0 194 47 4 2 386 0 1157 48 4 3
79 0 187 47 5 3 351 0 1114 48 5 3
77 0 182 47 5 3 317 0 1032 48 5 3
73 0 177 46 5 3 300 0 995 47 5 3
67 0 166 42 5 3 276 0 960 43 5 3
69 0 173 42 5 3 277 0 960 43 5 3
67 0 173 41 5 2 251 0 922 42 5 2
70 0 174 42 5 2 263 0 940 43 5 2
73 0 183 43 5 2 269 0 963 44 5 2
68 0 175 41 5 3 261 0 927 42 5 3
70 0 178 42 5 2 245 0 886 43 5 3
69 0 178 43 5 2 245 0 889 43 5 2
80 0 197 44 5 2 303 0 1017 44 5 2
101 0 393 45 5 2 305 0 1018 45 5 2
95 0 391 43 5 2 270 0 967 43 5 2
96 0 392 45 5 2 270 0 957 45 5 2
94 0 391 44 5 2 281 0 975 44 5 2
95 0 393 44 5 2 281 0 973 44 5 2
96 0 393 45 5 2 282 0 973 45 5 2
96 0 393 46 5 2 282 0 973 46 5 2
93 0 390 46 5 2 281 0 973 46 5 2
