169263 0 488981 62 2 1 4912 0 13927 62 2 1
167420 0 484743 59 3 2 4704 0 13398 59 3 1
155259 0 463472 58 3 1 4300 0 12504 58 3 1
146298 0 456362 58 3 1 4131 0 12445 58 3 1
140096 0 445560 57 3 2 3930 0 12029 57 3 2
130932 0 428193 57 3 2 3717 0 11690 57 3 2
127570 0 420716 57 3 2 3598 0 11449 57 3 2
121061 0 414645 56 3 2 3433 0 11298 56 3 2
123078 0 416837 56 3 2 3472 0 11272 56 3 2
118128 0 406279 56 3 2 3301 0 10826 57 3 2
110866 0 395527 55 3 2 3084 0 10477 56 3 2
102566 0 379592 55 3 2 2920 0 10157 56 3 2
95616 0 371541 53 3 2 2746 0 9939 54 3 2
87829 0 356928 51 4 2 2552 0 9566 52 3 2
81565 0 341538 49 4 2 2375 0 9117 50 4 2
73118 0 322389 51 4 2 2164 0 8652 52 4 2
80128 0 342784 50 4 2 2544 0 9841 51 4 2
85599 0 357195 50 4 2 2803 0 10635 51 4 2
106130 0 399157 51 3 2 3494 0 12243 52 3 2
122415 0 422490 51 3 2 4129 0 13324 52 3 2
144343 0 470198 53 3 2 4876 0 15006 54 3 2
159614 0 498459 53 3 2 5351 0 15806 54 3 2
179740 0 534668 56 3 2 6007 0 17155 57 3 2
183996 0 539447 59 3 2 6229 0 17534 60 3 2
189385 0 548156 59 3 2 6402 0 17782 59 3 2
202933 0 562763 59 3 2 6788 0 18149 59 3 2
217445 0 585421 61 3 2 7264 0 19025 61 2 2
230270 0 600469 62 2 2 7703 0 19597 62 2 2
244946 0 621434 64 2 1 8213 0 20400 64 2 1
259758 0 634724 64 2 1 8558 0 20588 64 2 1
272669 0 648894 65 2 1 8847 0 20787 65 2 1
264157 0 630095 68 2 1 8390 0 20044 68 2 1
252854 0 619358 69 2 1 8025 0 19698 69 2 1
235264 0 602606 66 2 1 7435 0 19083 66 2 1
223342 0 599211 66 2 1 6912 0 18718 65 2 2
209393 0 574342 65 2 2 6431 0 17822 64 2 2
193725 0 555064 65 3 2 6033 0 17500 64 3 2
186961 0 543170 62 3 2 5766 0 16816 61 3 2
186396 0 547746 59 3 2 5668 0 16719 58 3 2
191111 0 551296 58 3 2 5942 0 17220 57 3 2
185023 0 540341 57 3 2 5804 0 16993 57 3 2
185652 0 536292 59 3 2 5787 0 16680 59 3 2
186064 0 532460 56 3 2 5789 0 16472 56 3 2
186046 0 526815 56 3 2 5766 0 16121 56 3 2
186146 0 535456 55 3 2 5989 0 17101 55 3 2
185591 0 533704 53 3 2 6119 0 17444 53 3 2
186641 0 539125 51 3 2 6311 0 17832 51 3 2
191455 0 548554 51 3 2 6464 0 18116 51 3 2
187704 0 541594 51 3 2 6404 0 18059 51 4 2
187618 0 538533 51 3 2 6506 0 18158 52 3 2
187905 0 538211 51 3 2 6578 0 18318 52 3 2
