-32682	1
-32501	1
-32424	1
-32378	1
-32259	1
-32252	1
-32214	1
-32040	1
-31961	1
-31950	1
-31921	1
-31914	1
-31902	1
-31817	1
-31768	1
-31729	1
-31691	1
-31552	1
-31527	1
-31517	1
-31512	1
-31499	1
-31495	1
-31471	1
-31356	1
-31332	1
-31318	1
-31290	1
-31288	1
-31257	1
-31233	1
-31223	1
-31203	1
-31177	2
-31169	1
-31146	1
-31098	1
-31088	1
-31043	1
-31030	1
-30947	1
-30873	1
-30839	1
-30834	1
-30815	1
-30769	1
-30738	1
-30632	1
-30629	1
-30610	1
-30533	1
-30530	1
-30466	1
-30437	1
-30428	1
-30387	1
-30380	1
-30379	1
-30375	1
-30371	1
-30355	1
-30325	1
-30265	1
-30263	1
-30242	1
-30235	1
-30175	1
-30162	1
-30136	1
-30102	1
-30099	1
-30081	1
-30074	1
-30072	1
-30060	1
-30030	1
-30029	1
-30016	1
-30014	1
-29994	1
-29980	1
-29979	1
-29955	1
-29928	1
-29900	1
-29897	1
-29888	1
-29887	1
-29878	1
-29875	1
-29846	1
-29835	1
-29833	2
-29819	1
-29805	1
-29794	1
-29771	1
-29742	1
-29738	1
-29728	1
-29708	1
-29706	1
-29688	1
-29678	1
-29671	2
-29665	1
-29642	1
-29635	1
-29617	1
-29603	1
-29585	1
-29574	1
-29547	1
-29520	1
-29515	1
-29502	1
-29496	1
-29493	1
-29486	1
-29485	1
-29480	1
-29433	1
-29425	1
-29423	1
-29421	1
-29406	1
-29401	1
-29398	1
-29386	1
-29384	1
-29381	1
-29379	1
-29316	1
-29307	1
-29261	1
-29248	1
-29245	1
-29218	1
-29192	1
-29186	1
-29170	1
-29163	1
-29160	2
-29158	1
-29148	1
-29136	1
-29130	1
-29128	1
-29118	1
-29103	1
-29102	1
-29083	1
-29081	1
-29078	1
-29055	1
-29004	1
-28998	1
-28987	1
-28963	1
-28957	1
-28955	1
-28954	1
-28948	1
-28905	1
-28880	1
-28878	1
-28875	1
-28869	1
-28865	1
-28858	1
-28854	1
-28843	1
-28828	1
-28820	1
-28808	1
-28804	2
-28793	1
-28786	1
-28782	1
-28774	1
-28769	1
-28762	1
-28760	1
-28729	1
-28726	1
-28707	1
-28692	1
-28686	1
-28671	1
-28643	1
-28639	1
-28637	1
-28633	1
-28626	1
-28617	1
-28603	1
-28583	1
-28574	1
-28568	1
-28566	1
-28563	2
-28550	1
-28542	2
-28535	2
-28530	1
-28516	1
-28491	1
-28489	1
-28481	1
-28468	1
-28451	1
-28446	1
-28445	1
-28444	1
-28440	1
-28427	1
-28419	1
-28417	1
-28399	1
-28390	1
-28384	1
-28351	1
-28350	1
-28343	1
-28329	1
-28308	1
-28306	1
-28302	1
-28286	1
-28271	1
-28270	1
-28261	1
-28256	1
-28241	1
-28224	1
-28214	1
-28212	1
-28210	1
-28181	1
-28158	1
-28138	2
-28114	1
-28073	2
-28071	1
-28042	1
-28018	1
-28005	1
-27984	1
-27967	1
-27942	1
-27920	1
-27917	1
-27897	1
-27881	1
-27878	1
-27874	1
-27836	1
-27814	1
-27811	1
-27809	1
-27804	1
-27802	1
-27794	1
-27781	1
-27690	2
-27679	1
-27676	1
-27667	1
-27664	1
-27660	1
-27657	1
-27648	1
-27647	1
-27614	1
-27603	1
-27600	1
-27589	1
-27565	1
-27553	1
-27528	1
-27515	1
-27508	1
-27506	1
-27501	2
-27497	1
-27493	1
-27474	1
-27471	1
-27470	2
-27463	1
-27452	1
-27438	1
-27430	1
-27426	1
-27425	1
-27419	1
-27411	1
-27407	1
-27402	1
-27396	1
-27378	1
-27373	1
-27372	1
-27369	1
-27368	1
-27347	1
-27319	1
-27307	1
-27306	1
-27302	1
-27282	1
-27281	1
-27277	1
-27254	1
-27211	1
-27210	2
-27204	2
-27198	1
-27178	1
-27170	1
-27167	1
-27160	1
-27140	2
-27128	1
-27126	1
-27112	1
-27100	1
-27094	1
-27090	1
-27083	1
-27054	1
-27050	1
-27045	1
-27035	1
-27034	1
-27027	1
-27024	1
-27022	1
-27007	1
-26986	1
-26983	1
-26970	1
-26964	1
-26961	1
-26939	1
-26938	1
-26932	1
-26931	1
-26927	1
-26917	1
-26912	1
-26911	1
-26903	1
-26902	1
-26896	1
-26894	1
-26891	1
-26888	1
-26882	1
-26880	1
-26863	1
-26823	1
-26800	1
-26795	1
-26781	1
-26749	1
-26744	1
-26740	1
-26739	1
-26736	1
-26729	1
-26712	1
-26710	1
-26709	1
-26693	1
-26691	1
-26682	1
-26670	1
-26669	1
-26657	1
-26647	2
-26627	1
-26616	1
-26607	1
-26603	1
-26597	1
-26595	1
