-16027	1
-14961	1
-14597	1
-13464	1
-13356	1
-13160	1
-13039	1
-12968	1
-12899	1
-12722	1
-12668	1
-12494	1
-12474	1
-12441	1
-12387	1
-12359	1
-12308	1
-12244	1
-12175	1
-12173	1
-12162	1
-12145	1
-12113	1
-12104	1
-12078	1
-12024	1
-12017	1
-11983	1
-11978	1
-11943	1
-11918	1
-11871	1
-11796	1
-11724	1
-11694	1
-11666	1
-11662	1
-11653	1
-11634	1
-11593	1
-11579	1
-11509	1
-11500	1
-11439	1
-11425	1
-11423	1
-11416	1
-11402	1
-11383	1
-11316	1
-11312	1
-11308	1
-11305	1
-11293	1
-11283	1
-11275	1
-11235	1
-11218	1
-11205	1
-11202	1
-11142	2
-11109	1
-11105	1
-11100	1
-11073	1
-11044	1
-11021	1
-11016	1
-11013	2
-11010	1
-10992	1
-10988	1
-10957	1
-10950	1
-10882	1
-10877	1
-10873	1
-10862	1
-10858	1
-10854	1
-10850	1
-10831	1
-10814	1
-10813	1
-10800	1
-10794	1
-10785	1
-10780	1
-10772	1
-10759	1
-10754	1
-10750	1
-10741	2
-10729	1
-10707	1
-10700	1
-10699	1
-10698	1
-10677	1
-10666	1
-10638	1
-10633	1
-10623	1
-10619	1
-10615	1
-10605	1
-10594	1
-10592	1
-10585	1
-10574	1
-10571	1
-10564	2
-10562	1
-10550	1
-10548	1
-10531	1
-10524	1
-10511	1
-10508	1
-10500	2
-10484	1
-10467	1
-10466	1
-10455	2
-10452	1
-10443	1
-10441	1
-10438	1
-10431	1
-10428	1
-10422	1
-10415	1
-10412	2
-10409	1
-10401	1
-10383	1
-10381	1
-10363	1
-10354	1
-10352	1
-10339	1
-10318	1
-10315	1
-10297	1
-10294	1
-10288	1
-10254	1
-10224	1
-10214	1
-10207	1
-10201	1
-10198	1
-10187	1
-10186	1
-10168	1
-10167	1
-10165	1
-10163	1
-10156	2
-10149	1
-10145	1
-10144	1
-10137	1
-10136	1
-10134	1
-10131	1
-10126	1
-10124	1
-10123	1
-10122	1
-10113	1
-10108	1
-10106	1
-10100	1
-10089	1
-10085	1
-10065	1
-10064	1
-10063	1
-10047	1
-10040	1
-10038	1
-10028	1
-10026	1
-10025	2
-10023	1
-10022	1
-10021	1
-10019	1
-10018	1
-10017	1
-10011	1
-10010	1
-10003	1
-10002	1
-9997	2
-9995	1
-9990	1
-9989	1
-9988	2
-9981	1
-9979	1
-9976	1
-9964	1
-9963	1
-9960	1
-9958	1
-9957	1
-9952	1
-9945	1
-9944	2
-9943	1
-9926	1
-9923	1
-9920	1
-9919	2
-9918	1
-9909	1
-9906	1
-9899	1
-9898	1
-9895	1
-9893	1
-9887	1
-9881	1
-9872	1
-9867	1
-9865	1
-9860	1
-9858	1
-9857	1
-9856	1
-9852	1
-9841	1
-9834	1
-9832	1
-9829	1
-9828	1
-9827	1
-9824	1
-9817	1
-9812	1
-9810	2
-9808	1
-9794	1
-9785	2
-9779	1
-9767	1
-9762	2
-9759	1
-9756	1
-9755	1
-9754	1
-9752	1
-9743	1
-9741	1
-9740	1
-9724	1
-9723	1
-9718	1
